Study unique ID*,Biological material ID* ,Common material name*,Genus,Species,Infraspecific name,Biological material preprocessing,"Material source ID (Holding institute/stock centre, accession)",Material source DOI,Material source latitude,Material source longitude,Material source description
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,10_47,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00204,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,11_52,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00205,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_55,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00206,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,11_61,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00207,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,11_71,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00208,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,13_31,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00209,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,13_107,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00210,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,14_25,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00211,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,15_22,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00212,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,15_111,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00213,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,18_24,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00214,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,20_8,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00215,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,20_12,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00216,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,20_30,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00217,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,20_31,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00218,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,21_16,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00219,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,21_19,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00220,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,22_11,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00221,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,22_15,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00222,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,23_11,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00223,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,24_6,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00224,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,24_7,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00225,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,24_12,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00226,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,25_2,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00227,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,26_19,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00228,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,27_52,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00229,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,28_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00230,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,30_7,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00231,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,32_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00232,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,32_25,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00233,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,32_31,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00234,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,32_42,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00235,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,34_26,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00236,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,35_25,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00237,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,35_33,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00238,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,4_6,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00239,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,6_14,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00240,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,14_79,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00241,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,20_38,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00242,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,23_21,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00243,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,23_57,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00244,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,23_62,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00245,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,23_73,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00246,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,23_88,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00247,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,23_93,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00248,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,23_100,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00249,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,1_32,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00250,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,2_28,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00251,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,23_112,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00252,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,23_114,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00253,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,24_27,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00254,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
